Suburb,Address,Date,Type,Bedroom2,Bathroom,Car,Price,Distance,Landsize,Lattitude,Postcode,Regionname
Keilor East,26 Milleara Rd,2017-10-14,house,3.0,1.0,1.0,700000.0,11.7,607.0,-37.73129,3033.0,Western Metropolitan
Malvern East,26 Millewa Av,2017-07-22,house,3.0,1.0,1.0,1638000.0,8.4,697.0,-37.88354,3145.0,Southern Metropolitan
Craigieburn,26 Milswyn St,2018-03-03,house,4.0,2.0,2.0,696000.0,20.6,543.0,-37.59902,3064.0,Northern Metropolitan
Ascot Vale,26 Milton St,2016-05-28,house,3.0,2.0,1.0,932500.0,5.9,254.0,-37.7738,3032.0,Western Metropolitan
Moonee Ponds,26 Milverton St,2017-11-18,house,,,,1522000.0,6.2,,,3039.0,Western Metropolitan
Keilor Downs,26 Minerva Cr,2018-02-10,house,4.0,2.0,3.0,665000.0,15.5,695.0,-37.71482,3038.0,Western Metropolitan
Newport,26 Mirls St,2017-09-09,house,4.0,2.0,2.0,1567000.0,6.2,409.0,-37.84445,3015.0,Western Metropolitan
Point Cook,26 Moorgate St,2017-09-23,house,4.0,2.0,2.0,712000.0,14.7,,-37.88274,3030.0,Western Metropolitan
Ascot Vale,26 Nairn Av,2017-12-09,house,3.0,1.0,2.0,1513000.0,4.3,617.0,-37.77956,3032.0,Western Metropolitan
St Kilda,26 Nelson St,2017-03-18,house,2.0,1.0,0.0,808000.0,6.1,124.0,-37.8562,3182.0,Southern Metropolitan
Ascot Vale,26 Newsom St,2016-11-12,house,3.0,2.0,2.0,1000000.0,5.9,440.0,-37.7746,3032.0,Western Metropolitan
Lalor,26 Newton Cr,2017-09-09,house,3.0,1.0,1.0,741000.0,16.3,672.0,-37.66486,3075.0,Northern Metropolitan
Surrey Hills,26 Newton St,2017-03-18,house,4.0,2.0,2.0,2060000.0,11.2,745.0,-37.8299,3127.0,Southern Metropolitan
Brooklyn,26 Nolan Av,2016-11-07,house,,,,890000.0,10.9,,,3012.0,Western Metropolitan
Niddrie,26 Nolan St,2016-04-16,house,3.0,1.0,1.0,1076000.0,11.2,654.0,-37.7412,3042.0,Western Metropolitan
Pascoe Vale,26 Northumberland Rd,2016-07-26,house,2.0,1.0,2.0,855000.0,9.9,659.0,-37.7286,3044.0,Northern Metropolitan
Keilor East,26 Norwood Dr,2016-05-28,house,3.0,1.0,2.0,705000.0,12.8,616.0,-37.7449,3033.0,Western Metropolitan
Clayton South,26 Oakes Av,2017-05-27,house,,,,1575000.0,17.5,,,3169.0,South-Eastern Metropolitan
Maribyrnong,26 Oakland St,2017-10-28,house,4.0,3.0,3.0,1765000.0,4.3,669.0,-37.77008,3032.0,Western Metropolitan
Doncaster East,26 Octantis St,2017-07-08,house,4.0,3.0,2.0,1390000.0,14.3,664.0,-37.77813,3109.0,Eastern Metropolitan
Northcote,26 Oldis Av,2018-01-06,house,3.0,1.0,1.0,1120000.0,5.3,,-37.77272,3070.0,Northern Metropolitan
Camberwell,26 Oxford St,2017-05-27,house,3.0,2.0,2.0,1622000.0,7.7,446.0,-37.84473,3124.0,Southern Metropolitan
Greensborough,26 Pamburra Ct,2017-10-28,house,3.0,2.0,2.0,985000.0,16.1,754.0,-37.69299,3088.0,Northern Metropolitan
Glen Iris,26 Parkin St,2018-01-06,house,6.0,3.0,2.0,2245000.0,7.3,,-37.84775,3146.0,Southern Metropolitan
Roxburgh Park,26 Paroo Av,2017-05-27,house,,,,571000.0,20.6,,,3064.0,Northern Metropolitan
Princes Hill,26 Paterson St,2017-11-25,house,2.0,1.0,,957000.0,3.5,533.0,-37.7828,3054.0,Northern Metropolitan
Preston,26 Paywit St,2016-06-18,house,3.0,2.0,2.0,1127000.0,8.8,590.0,-37.7336,3072.0,Northern Metropolitan
Greenvale,26 Perugia Av,2018-03-17,house,4.0,2.0,2.0,677000.0,20.4,312.0,-37.62439,3059.0,Northern Metropolitan
Northcote,26 Plant St,2018-02-24,house,4.0,1.0,2.0,1950000.0,5.3,581.0,-37.77826,3070.0,Northern Metropolitan
Mickleham,26 Primavera Dr,2017-09-03,house,,,,545000.0,20.6,,,3064.0,Northern Metropolitan
Mount Waverley,26 Princetown Rd,2018-02-24,house,4.0,2.0,2.0,1870000.0,14.2,702.0,-37.88143,3149.0,Eastern Metropolitan
Kew,26 Queen St,2016-08-28,house,4.0,2.0,1.0,1800000.0,5.6,336.0,-37.8074,3101.0,Southern Metropolitan
Carnegie,26 Railway Rd,2017-05-20,house,4.0,2.0,2.0,1667000.0,11.4,615.0,-37.8928,3163.0,Southern Metropolitan
Sandringham,26 Regent Ct,2017-06-24,house,4.0,2.0,2.0,1770000.0,15.2,463.0,-37.95877,3191.0,Southern Metropolitan
Maribyrnong,26 Riverbank Dr,2017-10-14,house,4.0,2.0,2.0,1190000.0,4.3,476.0,-37.76485,3032.0,Western Metropolitan
Hawthorn East,26 Roseberry St,2016-08-28,house,2.0,1.0,2.0,1100000.0,7.5,206.0,-37.8267,3123.0,Southern Metropolitan
Northcote,26 Salisbury Gr,2017-07-01,house,4.0,2.0,2.0,1900000.0,5.3,313.0,-37.76501,3070.0,Northern Metropolitan
Fitzroy North,26 Scotchmer St,2016-12-10,townhouse,3.0,3.0,1.0,1600000.0,3.5,188.0,-37.7829,3068.0,Northern Metropolitan
Moonee Ponds,26 Scotia St,2017-06-03,house,2.0,1.0,0.0,760000.0,6.2,251.0,-37.76856,3039.0,Western Metropolitan
Mont Albert,26 Serpentine St,2016-06-27,townhouse,3.0,2.0,2.0,1200000.0,11.8,255.0,-37.8192,3127.0,Eastern Metropolitan
Mitcham,26 Sharrow Rd,2017-11-04,house,4.0,2.0,2.0,1111000.0,17.2,648.0,-37.8116,3132.0,Eastern Metropolitan
Hadfield,26 South St,2017-03-04,house,3.0,2.0,2.0,810000.0,12.1,592.0,-37.7149,3046.0,Northern Metropolitan
Heidelberg Heights,26 Southern Rd,2016-05-28,house,2.0,1.0,2.0,460000.0,10.5,508.0,-37.7428,3081.0,Eastern Metropolitan
Aspendale,26 Station St,2017-10-28,house,3.0,2.0,2.0,950000.0,21.5,651.0,-38.01516,3195.0,South-Eastern Metropolitan
Brooklyn,26 Stenhouse Av,2016-05-22,house,,,,712000.0,10.9,,,3012.0,Western Metropolitan
Kingsbury,26 Stymie St,2017-06-17,house,5.0,3.0,2.0,1250000.0,12.1,544.0,-37.71499,3083.0,Northern Metropolitan
Brunswick,26 Talbot St,2016-08-22,house,2.0,1.0,0.0,860000.0,5.2,153.0,-37.7657,3056.0,Northern Metropolitan
Clayton South,26 Tarago Cr,2017-08-26,house,3.0,2.0,2.0,950000.0,17.5,535.0,-37.94122,3169.0,South-Eastern Metropolitan
Ashburton,26 Tarakan Av,2016-05-22,house,,,,1360000.0,11.0,,,3147.0,Southern Metropolitan
Hampton,26 Teddington Rd,2016-10-15,house,3.0,1.0,2.0,1620000.0,13.7,783.0,-37.9359,3188.0,Southern Metropolitan
Richmond,26 Thomas St,2016-12-10,house,3.0,1.0,0.0,1346000.0,2.6,187.0,-37.8169,3121.0,Northern Metropolitan
Forest Hill,26 Thornhill Dr,2018-02-03,house,4.0,2.0,2.0,1120000.0,15.4,497.0,-37.83742,3131.0,Eastern Metropolitan
Doreen,26 Tooradin Cr,2017-12-09,house,4.0,2.0,2.0,556000.0,25.9,,-37.58311,3754.0,Northern Victoria
Doreen,26 Towerhill Av,2018-02-10,house,3.0,2.0,2.0,622000.0,25.9,403.0,-37.60448,3754.0,Northern Victoria
Keilor Lodge,26 Truro Cr,2018-02-24,house,3.0,2.0,2.0,653000.0,15.5,625.0,-37.69924,3038.0,Western Metropolitan
Prahran,26 Union St,2017-08-19,house,,,,1100000.0,4.6,,,3181.0,Southern Metropolitan
Truganina,26 Vassar Ct,2018-02-10,house,3.0,2.0,2.0,557500.0,18.4,560.0,-37.84391,3029.0,Western Metropolitan
Kew,26 Vaughan Cr,2017-06-03,house,,,,1280000.0,5.4,,,3101.0,Southern Metropolitan
Bulleen,26 Vera St,2017-10-21,house,3.0,2.0,1.0,962000.0,10.8,,-37.77505,3105.0,Eastern Metropolitan
Sandringham,26 Vincent St,2018-02-17,house,3.0,2.0,2.0,1800000.0,15.2,474.0,-37.94964,3191.0,Southern Metropolitan
Strathmore,26 Wallace Cr,2016-10-15,house,,,,1175000.0,9.7,,,3041.0,Western Metropolitan
Brunswick,26 Warburton St,2016-11-27,house,3.0,1.0,1.0,1340000.0,5.2,316.0,-37.7741,3056.0,Northern Metropolitan
Maribyrnong,26 Waterford Av,2016-11-27,townhouse,,,,725000.0,8.7,,,3032.0,Western Metropolitan
Sunshine North,26 Westmoreland Rd,2016-08-28,house,3.0,1.0,2.0,871000.0,13.3,694.0,-37.7741,3020.0,Western Metropolitan
Prahran,26 Willis St,2016-05-28,house,3.0,2.0,1.0,1720000.0,4.5,272.0,-37.8553,3181.0,Southern Metropolitan
Balwyn,26 Wills St,2016-06-27,house,3.0,1.0,2.0,2000000.0,9.7,739.0,-37.8039,3103.0,Southern Metropolitan
Ferntree Gully,26 Winwood Dr,2017-11-25,house,3.0,2.0,2.0,690000.0,24.8,,-37.8859,3156.0,Eastern Metropolitan
Reservoir,26 York St,2016-11-19,house,3.0,1.0,3.0,871000.0,11.2,614.0,-37.7276,3073.0,Northern Metropolitan
Point Cook,26 Yuruga Bvd,2017-10-21,house,4.0,2.0,2.0,515000.0,14.7,237.0,-37.90585,3030.0,Western Metropolitan
Truganina,26/1 Clearwater Rise Pde,2018-03-17,townhouse,,,,355000.0,18.4,,,3029.0,Western Metropolitan
South Yarra,26/12 Copelen St,2018-01-06,townhouse,,,,1500000.0,2.7,,,3141.0,Southern Metropolitan
Collingwood,26/125 Oxford St,2017-09-09,unit,2.0,2.0,2.0,1250000.0,2.0,909.0,-37.80236,3066.0,Northern Metropolitan
St Kilda,26/23 Mitford St,2018-03-03,unit,,,,700000.0,5.0,,,3182.0,Southern Metropolitan
Templestowe Lower,26/246 High St,2016-09-24,unit,,,,725000.0,13.8,,,3107.0,Eastern Metropolitan
Parkville,26/248 The Avenue,2017-10-14,unit,,,,650000.0,1.8,,,3052.0,Northern Metropolitan
Toorak,26/46 Lansell Rd,2017-11-18,unit,,,,830000.0,4.1,,,3142.0,Southern Metropolitan
Toorak,26/46 Lansell Rd,2017-11-25,unit,,,,830000.0,4.1,,,3142.0,Southern Metropolitan
Yarraville,260 Francis St,2017-05-13,house,3.0,1.0,2.0,892000.0,7.0,449.0,-37.8195,3013.0,Western Metropolitan
Preston,260 Gilbert Rd,2018-02-24,house,4.0,1.0,3.0,1495000.0,8.4,653.0,-37.74189,3072.0,Northern Metropolitan
Balwyn,260 Union Rd,2017-08-12,house,3.0,3.0,1.0,1750000.0,7.9,790.0,-37.81363,3103.0,Southern Metropolitan
Melbourne,2608/620 Collins St,2018-01-06,unit,,,,750000.0,0.0,,,3000.0,Northern Metropolitan
Thornbury,260B Gooch St,2018-02-03,townhouse,,,,830000.0,7.0,,,3071.0,Northern Metropolitan
Altona,261 Queen St,2016-09-10,house,4.0,2.0,2.0,1070000.0,13.8,695.0,-37.8733,3018.0,Western Metropolitan
Kings Park,261 Taylors Rd,2017-07-22,house,3.0,2.0,3.0,565000.0,14.0,543.0,-37.72765,3021.0,Western Metropolitan
Heidelberg West,262 Liberty Pde,2016-08-28,house,2.0,1.0,1.0,465000.0,9.4,413.0,-37.7399,3081.0,Eastern Metropolitan
Craigieburn,262A Waterview Bvd,2017-11-25,house,,,,482000.0,20.6,,,3064.0,Northern Metropolitan
Coburg,263 Bell St,2017-08-26,house,4.0,2.0,2.0,990000.0,6.7,,-37.74001,3058.0,Northern Metropolitan
Preston,263 Tyler St,2017-04-08,house,4.0,3.0,2.0,1200000.0,8.8,466.0,-37.731,3072.0,Northern Metropolitan
Fitzroy North,264 Barkly St,2017-02-25,house,3.0,1.0,0.0,1600000.0,3.5,370.0,-37.7794,3068.0,Northern Metropolitan
Broadmeadows,264 Camp Rd,2018-02-17,house,3.0,2.0,0.0,620000.0,14.0,660.0,-37.68706,3047.0,Northern Metropolitan
Lalor,264 Edgars Rd,2017-08-26,house,3.0,1.0,1.0,520000.0,16.3,540.0,-37.67139,3075.0,Northern Metropolitan
Coburg,265 Bell St,2016-05-28,house,2.0,1.0,2.0,700000.0,7.8,381.0,-37.74,3058.0,Northern Metropolitan
Ormond,265 Tucker Rd,2017-05-06,house,3.0,2.0,2.0,1300000.0,11.8,670.0,-37.9067,3204.0,Southern Metropolitan
Oakleigh South,266 Warrigal Rd,2017-06-24,house,4.0,2.0,2.0,1050000.0,15.5,624.0,-37.91489,3167.0,South-Eastern Metropolitan
Blackburn South,267 Blackburn Rd,2018-03-03,house,3.0,1.0,1.0,870000.0,13.4,542.0,-37.8442,3130.0,Eastern Metropolitan
Yallambie,267 Yallambie Rd,2017-02-11,house,3.0,2.0,1.0,753000.0,15.0,536.0,-37.7233,3085.0,Northern Metropolitan
Parkdale,268 Nepean Hwy,2017-07-15,house,,,,935000.0,21.5,,-37.985,3195.0,South-Eastern Metropolitan
Preston,268 Wood St,2017-10-28,house,4.0,3.0,2.0,1205000.0,8.4,,-37.7337,3072.0,Northern Metropolitan
Altona North,268D Mason St,2016-06-27,townhouse,4.0,3.0,1.0,847500.0,11.1,252.0,-37.8393,3025.0,Western Metropolitan
Coburg,269 Bell St,2017-08-19,house,3.0,1.0,1.0,880000.0,6.7,379.0,-37.73999,3058.0,Northern Metropolitan
Altona North,269 Blackshaws Rd,2017-05-20,house,3.0,1.0,2.0,916000.0,11.1,606.0,-37.8326,3025.0,Western Metropolitan
Thornbury,269 Mansfield St,2016-05-14,house,4.0,2.0,1.0,795000.0,6.5,402.0,-37.7584,3071.0,Northern Metropolitan
Bentleigh East,26A Bonny St,2017-08-19,townhouse,4.0,3.0,2.0,1225000.0,13.8,,-37.93194,3165.0,Southern Metropolitan
Bentleigh East,26A Bonny St,2017-09-03,townhouse,4.0,3.0,2.0,1330000.0,13.8,,-37.93194,3165.0,Southern Metropolitan
Hampton,26A David St,2017-11-11,house,,,,1725000.0,13.8,,,3188.0,Southern Metropolitan
Aberfeldie,26A Fawkner St,2016-11-07,house,3.0,1.0,1.0,760000.0,9.1,321.0,-37.757,3040.0,Western Metropolitan
Williamstown,26A Macquarie St,2017-02-25,house,3.0,2.0,2.0,1262000.0,8.0,204.0,-37.8551,3016.0,Western Metropolitan
Yarraville,26A Sussex St,2017-10-14,townhouse,2.0,1.0,0.0,790000.0,6.3,186.0,-37.81956,3013.0,Western Metropolitan
Preston,26A Young St,2017-06-03,house,3.0,1.0,1.0,955000.0,8.4,263.0,-37.74739,3072.0,Northern Metropolitan
Yallambie,27 Aminya Cr,2016-09-03,house,,,,665000.0,15.0,,,3085.0,Northern Metropolitan
Windsor,27 Andrew St,2017-08-12,house,2.0,2.0,0.0,865000.0,4.6,70.0,-37.85143,3181.0,Southern Metropolitan
Brighton East,27 Arnold Rd,2016-06-18,house,4.0,2.0,2.0,2200000.0,10.7,654.0,-37.9292,3187.0,Southern Metropolitan
Point Cook,27 Arrowgrass Dr,2017-08-26,house,3.0,2.0,2.0,651000.0,14.7,,-37.91055,3030.0,Western Metropolitan
Reservoir,27 Ashton St,2016-07-30,house,3.0,1.0,1.0,705000.0,11.2,437.0,-37.7291,3073.0,Northern Metropolitan
Cremorne,27 Balmain St,2017-05-06,house,3.0,1.0,1.0,1350000.0,2.5,117.0,-37.8298,3121.0,Northern Metropolitan
Reservoir,27 Banff St,2017-02-25,house,2.0,1.0,1.0,500250.0,11.2,425.0,-37.7047,3073.0,Northern Metropolitan
Sunshine North,27 Bangerang Av,2016-09-03,house,,,,650000.0,13.3,,,3020.0,Western Metropolitan
Brunswick East,27 Barkly St,2018-02-24,house,4.0,2.0,1.0,2300000.0,4.0,416.0,-37.77766,3057.0,Northern Metropolitan
Albert Park,27 Barrett St,2016-06-27,house,3.0,2.0,1.0,2140000.0,3.3,183.0,-37.8434,3206.0,Southern Metropolitan
St Kilda,27 Bath St,2016-06-18,house,2.0,1.0,1.0,875000.0,6.1,123.0,-37.8641,3182.0,Southern Metropolitan
Knoxfield,27 Belindavale Dr,2017-10-14,house,4.0,3.0,2.0,980000.0,23.3,666.0,-37.88343,3180.0,Eastern Metropolitan
Oakleigh South,27 Beryl Av,2016-09-03,house,,,,991000.0,14.7,,,3167.0,South-Eastern Metropolitan
Altona North,27 Beuron Rd,2017-09-16,house,3.0,1.0,2.0,1001000.0,9.4,667.0,-37.82872,3025.0,Western Metropolitan
Ormond,27 Bewdley St,2016-11-07,house,4.0,2.0,2.0,1875000.0,11.8,702.0,-37.9063,3204.0,Southern Metropolitan
Wollert,27 Birchmore Rd,2018-02-24,house,3.0,2.0,2.0,500000.0,25.5,383.0,-37.6194,3750.0,Northern Metropolitan
Greensborough,27 Booyan Cr,2017-10-28,house,4.0,2.0,1.0,708000.0,16.1,584.0,-37.69073,3088.0,Northern Metropolitan
Coburg,27 Bruce St,2016-04-23,house,2.0,1.0,2.0,680000.0,7.8,462.0,-37.7448,3058.0,Northern Metropolitan
Sunshine West,27 Buckingham Cr,2017-07-08,house,3.0,1.0,2.0,551000.0,10.5,613.0,-37.80046,3020.0,Western Metropolitan
Doncaster,27 Buckingham Cr,2017-10-28,house,3.0,1.0,2.0,1490000.0,12.4,,-37.77945,3108.0,Eastern Metropolitan
Yarraville,27 Buninyong St,2016-10-15,house,3.0,3.0,1.0,1217500.0,7.0,217.0,-37.8188,3013.0,Western Metropolitan
Albion,27 Burnewang St,2016-10-15,house,2.0,1.0,2.0,670000.0,13.9,697.0,-37.7835,3020.0,Western Metropolitan
Ferntree Gully,27 Bursaria Av,2017-11-11,house,4.0,2.0,1.0,792000.0,24.8,743.0,-37.8738,3156.0,Eastern Metropolitan
West Footscray,27 Busch St,2017-08-19,house,4.0,2.0,2.0,990000.0,6.4,501.0,-37.79591,3012.0,Western Metropolitan
Watsonia North,27 Byrne Cr,2018-02-24,house,4.0,2.0,2.0,790000.0,14.5,548.0,-37.69405,3087.0,Northern Metropolitan
Hoppers Crossing,27 Cameron Dr,2017-06-17,house,3.0,1.0,2.0,535000.0,18.4,603.0,-37.8688,3029.0,Western Metropolitan
Glen Iris,27 Celia St,2016-09-17,house,3.0,1.0,2.0,1825000.0,9.2,652.0,-37.8552,3146.0,Southern Metropolitan
Williamstown North,27 Champion Rd,2017-05-13,house,3.0,1.0,1.0,1575000.0,8.9,860.0,-37.8565,3016.0,Western Metropolitan
Abbotsford,27 Charles St,2016-07-30,house,2.0,1.0,1.0,1030000.0,2.5,172.0,-37.8086,3067.0,Northern Metropolitan
Richmond,27 Charlotte St,2017-06-03,house,4.0,1.0,0.0,1400000.0,2.4,244.0,-37.82503,3121.0,Northern Metropolitan
Hampton East,27 Charming St,2016-08-13,house,3.0,2.0,2.0,1255000.0,14.5,614.0,-37.9346,3188.0,Southern Metropolitan
Coburg,27 Clifton Gr,2017-05-20,house,3.0,2.0,0.0,1020000.0,7.8,341.0,-37.7377,3058.0,Northern Metropolitan
Bentleigh East,27 Connie St,2016-08-28,house,4.0,2.0,2.0,1255000.0,13.9,610.0,-37.9207,3165.0,Southern Metropolitan
Point Cook,27 Cooinda Wy,2018-02-24,house,4.0,2.0,2.0,740000.0,14.7,518.0,-37.90037,3030.0,Western Metropolitan
Sunshine West,27 Davey St,2016-11-12,house,3.0,1.0,1.0,687000.0,13.5,695.0,-37.7853,3020.0,Western Metropolitan
Hampton,27 David St,2016-12-03,house,,,,1871000.0,13.7,,,3188.0,Southern Metropolitan
Forest Hill,27 Deanswood Rd,2017-11-25,house,3.0,1.0,1.0,1253000.0,15.4,826.0,-37.8366,3131.0,Eastern Metropolitan
Sunshine West,27 Diosma Av,2016-10-08,house,,,,490000.0,13.5,,,3020.0,Western Metropolitan
Yarraville,27 Drew St,2017-11-11,house,3.0,1.0,2.0,910000.0,6.3,440.0,-37.8166,3013.0,Western Metropolitan
Strathmore,27 Dublin Av,2016-11-12,house,,,,1300000.0,9.7,,,3041.0,Western Metropolitan
Maidstone,27 Dunedin St,2016-09-03,house,3.0,1.0,1.0,715000.0,9.2,576.0,-37.7808,3012.0,Western Metropolitan
Kew,27 Earl St,2016-09-24,house,3.0,1.0,1.0,1410000.0,5.6,519.0,-37.796,3101.0,Southern Metropolitan
Cheltenham,27 Edward St,2017-10-14,house,3.0,2.0,2.0,1120000.0,17.9,,-37.97107,3192.0,Southern Metropolitan
Hawthorn,27 Edward St,2017-10-21,house,2.0,1.0,0.0,1225000.0,5.3,,-37.81881,3122.0,Southern Metropolitan
Newport,27 Elizabeth St,2018-02-24,house,3.0,3.0,2.0,975000.0,6.2,226.0,-37.83941,3015.0,Western Metropolitan
Parkdale,27 Elliot St,2018-02-17,house,3.0,1.0,1.0,1240000.0,21.5,653.0,-37.99628,3195.0,South-Eastern Metropolitan
Kew East,27 Elm Gr,2017-10-14,house,4.0,2.0,2.0,1655000.0,7.3,,-37.78905,3102.0,Southern Metropolitan
Fawkner,27 Elsa St,2017-08-26,house,4.0,2.0,2.0,836000.0,13.1,,-37.70375,3060.0,Northern Metropolitan
Clayton South,27 Evergreen Bvd,2017-10-07,townhouse,3.0,2.0,2.0,785000.0,17.5,304.0,-37.93869,3169.0,South-Eastern Metropolitan
Westmeadows,27 Eyre St,2017-07-15,house,3.0,2.0,2.0,800000.0,16.5,898.0,-37.67823,3049.0,Northern Metropolitan
Doncaster,27 Fairway Rd,2017-11-25,house,,,,1358000.0,12.4,,,3108.0,Eastern Metropolitan
Hawthorn,27 Falmouth St,2016-07-30,house,3.0,2.0,2.0,2160000.0,4.6,387.0,-37.82,3122.0,Southern Metropolitan
Carlton,27 Faraday St,2016-08-28,house,2.0,1.0,0.0,1117000.0,1.8,128.0,-37.7996,3053.0,Northern Metropolitan
Strathmore,27 Fenacre St,2017-10-14,house,4.0,2.0,1.0,1310000.0,8.2,738.0,-37.72898,3041.0,Western Metropolitan
Strathmore,27 First Av,2017-10-14,house,4.0,2.0,2.0,1310000.0,8.2,696.0,-37.73492,3041.0,Western Metropolitan
Huntingdale,27 Garnett St,2017-10-28,house,3.0,1.0,2.0,1000000.0,12.3,662.0,-37.90379,3166.0,Southern Metropolitan
Doncaster East,27 Gaudion Rd,2017-07-29,house,6.0,3.0,2.0,1655000.0,14.3,692.0,-37.7746,3109.0,Eastern Metropolitan
Blackburn,27 Gerald St,2017-09-16,house,4.0,2.0,2.0,1850000.0,13.4,628.0,-37.82942,3130.0,Eastern Metropolitan
Watsonia North,27 Gillingham St,2018-03-17,house,3.0,2.0,2.0,760000.0,14.5,536.0,-37.69279,3087.0,Northern Metropolitan
Blackburn South,27 Gissing St,2018-03-17,house,4.0,3.0,2.0,1367000.0,13.4,610.0,-37.83702,3130.0,Eastern Metropolitan
Sandringham,27 Gladstone St,2018-02-17,house,4.0,2.0,2.0,2115000.0,15.2,810.0,-37.9535,3191.0,Southern Metropolitan
Richmond,27 Glass St,2016-05-14,house,3.0,2.0,2.0,1115000.0,2.6,129.0,-37.824,3121.0,Northern Metropolitan
Eaglemont,27 Glen Dr,2016-11-12,house,3.0,1.0,2.0,1816000.0,10.3,846.0,-37.7666,3084.0,Eastern Metropolitan
Mitcham,27 Glen Rd,2017-10-21,house,4.0,2.0,1.0,958888.0,17.2,700.0,-37.81131,3132.0,Eastern Metropolitan
Mulgrave,27 Glencairn St,2017-07-15,house,5.0,2.0,1.0,960000.0,18.8,731.0,-37.9298,3170.0,South-Eastern Metropolitan
Thornbury,27 Gooch St,2017-08-19,house,2.0,1.0,1.0,1200000.0,7.0,277.0,-37.75802,3071.0,Northern Metropolitan
Gladstone Park,27 Goodwood Cr,2018-01-06,house,3.0,3.0,2.0,730000.0,12.9,343.0,-37.68959,3043.0,Western Metropolitan
Oak Park,27 Grandison Gr,2017-10-14,townhouse,4.0,2.0,1.0,878168.0,11.2,,-37.71357,3046.0,Northern Metropolitan
Preston,27 Grange St,2017-10-28,house,2.0,1.0,1.0,935000.0,8.4,,-37.73784,3072.0,Northern Metropolitan
Taylors Lakes,27 Grimes Av,2017-11-11,house,3.0,2.0,2.0,652000.0,15.5,,-37.7058,3038.0,Western Metropolitan
Sunshine West,27 Gum St,2017-10-21,house,3.0,1.0,2.0,750000.0,10.5,,-37.78965,3020.0,Western Metropolitan
Brunswick West,27 Halpin St,2017-06-24,house,3.0,1.0,2.0,1445000.0,5.2,613.0,-37.76883,3055.0,Northern Metropolitan
Epping,27 Hammond Dr,2017-07-08,house,3.0,1.0,1.0,490000.0,19.6,597.0,-37.64166,3076.0,Northern Metropolitan
Coburg,27 Hardwick St,2018-03-17,house,2.0,1.0,2.0,930000.0,6.7,343.0,-37.74931,3058.0,Northern Metropolitan
Balwyn North,27 Harrington Av,2017-10-28,house,4.0,2.0,2.0,1715000.0,9.7,,-37.79374,3104.0,Southern Metropolitan
Boronia,27 Helene Ct,2017-06-03,house,4.0,1.0,3.0,783000.0,25.0,730.0,-37.87377,3155.0,Eastern Metropolitan
Strathmore,27 Henshall Rd,2016-09-10,house,3.0,2.0,1.0,1330000.0,9.7,606.0,-37.7378,3041.0,Western Metropolitan
West Footscray,27 Hex St,2018-01-06,house,2.0,1.0,1.0,790000.0,6.4,464.0,-37.80254,3012.0,Western Metropolitan
Balwyn North,27 Highview Rd,2017-10-14,house,3.0,1.0,2.0,1500000.0,9.7,622.0,-37.78144,3104.0,Southern Metropolitan
Coburg,27 Higinbotham St,2016-11-07,house,3.0,1.0,1.0,947000.0,7.8,372.0,-37.735,3058.0,Northern Metropolitan
Croydon South,27 Homer Av,2017-10-28,house,3.0,1.0,2.0,800000.0,23.0,897.0,-37.81695,3136.0,Eastern Metropolitan
Windsor,27 Hornby St,2017-06-24,house,2.0,1.0,1.0,957500.0,4.6,136.0,-37.85542,3181.0,Southern Metropolitan
Ascot Vale,27 Hurtle St,2017-06-03,house,3.0,3.0,1.0,1500000.0,4.3,382.0,-37.77206,3032.0,Western Metropolitan
Mill Park,27 Jacaranda Dr,2018-03-03,house,3.0,1.0,1.0,615000.0,17.9,529.0,-37.67642,3082.0,Northern Metropolitan
Keilor East,27 Judith St,2016-05-07,house,3.0,2.0,3.0,772000.0,12.8,672.0,-37.7465,3033.0,Western Metropolitan
Kingsbury,27 Keats Av,2017-02-25,house,,,,687000.0,12.4,,,3083.0,Northern Metropolitan
Craigieburn,27 Kensley Cct,2017-06-24,house,4.0,2.0,2.0,492000.0,20.6,479.0,-37.57005,3064.0,Northern Metropolitan
Moonee Ponds,27 Kipling St,2018-02-17,house,3.0,1.0,3.0,970000.0,6.2,326.0,-37.77197,3039.0,Western Metropolitan
Watsonia North,27 Kurrajong Cr,2017-07-22,house,3.0,1.0,2.0,710000.0,14.5,600.0,-37.69872,3087.0,Northern Metropolitan
Camberwell,27 Lansell Cr,2016-05-14,house,,,,1800000.0,7.8,,,3124.0,Southern Metropolitan
Footscray,27 Leander St,2017-07-15,house,2.0,1.0,1.0,991000.0,5.1,318.0,-37.79529,3011.0,Western Metropolitan
Bundoora,27 Leeanne Cr,2017-05-27,house,,,,733500.0,12.1,,,3083.0,Northern Metropolitan
Taylors Hill,27 Lucas Tce,2017-06-17,house,3.0,2.0,2.0,558000.0,18.0,431.0,-37.7209,3037.0,Western Metropolitan
South Melbourne,27 Lyell St,2017-05-13,house,3.0,1.0,1.0,1820000.0,2.1,204.0,-37.8365,3205.0,Southern Metropolitan
Footscray,27 Macpherson St,2017-04-29,house,2.0,1.0,0.0,882000.0,6.4,172.0,-37.7936,3011.0,Western Metropolitan
Ferntree Gully,27 Malua Rd,2017-09-23,house,2.0,1.0,1.0,775000.0,24.8,733.0,-37.87101,3156.0,Eastern Metropolitan
